customer_id,segment,country,orders_30d,support_tickets_30d,reachable_by_email,health_score,churn_risk_band
C00120,consumer,PT,1,1,true,22,high
C00121,mid_market,ES,3,0,false,77,low
C00122,enterprise,PT,2,0,false,68,low
C00123,consumer,GR,2,0,true,68,low
C00124,mid_market,FR,5,4,true,47,medium
C00125,smb,IT,2,1,true,31,medium
C00126,smb,ES,4,4,true,38,medium
C00127,smb,IT,3,1,true,65,low
C00128,mid_market,ES,3,2,true,53,medium
C00129,mid_market,PT,4,4,true,13,high
C00130,mid_market,ES,0,0,true,50,medium
C00131,enterprise,FR,6,2,false,80,low
C00132,smb,PT,4,4,false,13,high
C00133,enterprise,PT,4,0,true,86,low
C00134,smb,GR,2,4,true,20,high
C00135,smb,GR,4,0,true,61,low
C00136,smb,IT,1,0,true,59,medium
C00137,smb,PT,5,1,true,83,low
C00138,consumer,FR,3,5,true,17,high
C00139,smb,IT,1,2,true,35,medium
C00140,consumer,FR,3,0,true,77,low
C00141,enterprise,PT,3,2,true,53,medium
C00142,smb,ES,5,6,true,23,high
C00143,enterprise,PT,3,2,true,53,medium
C00144,consumer,PT,5,5,false,35,medium
C00145,enterprise,PT,6,1,true,92,low
C00146,enterprise,FR,4,2,true,62,low
C00147,smb,PT,6,6,true,7,high
C00148,mid_market,DE,6,0,true,79,low
C00149,enterprise,ES,2,1,true,56,medium
C00150,consumer,GR,6,6,true,32,medium
C00151,enterprise,ES,2,0,true,68,low
C00152,mid_market,IT,9,4,false,58,medium
C00153,enterprise,PT,4,2,false,37,medium
C00154,enterprise,FR,2,2,true,19,high
C00155,smb,DE,4,2,true,62,low
C00156,consumer,ES,8,2,false,98,low
C00157,enterprise,IT,6,2,true,55,medium
C00158,mid_market,PT,2,0,true,68,low
C00159,consumer,DE,3,0,false,52,medium
C00160,smb,ES,2,0,true,68,low
C00161,mid_market,GR,2,4,true,20,high
C00162,consumer,DE,6,2,true,80,low
C00163,enterprise,IT,4,0,true,86,low
C00164,smb,PT,0,0,false,50,medium
C00165,mid_market,GR,8,3,true,86,low
C00166,smb,GR,1,3,true,23,high
C00167,consumer,FR,3,2,false,53,medium
C00168,consumer,PT,2,0,true,68,low
C00169,smb,ES,6,1,true,92,low
C00170,consumer,GR,2,0,true,68,low
C00171,mid_market,ES,1,3,false,23,high
C00172,consumer,IT,1,0,true,34,medium
C00173,mid_market,FR,5,1,true,83,low
C00174,mid_market,DE,6,5,true,44,medium
C00175,mid_market,PT,6,1,false,92,low
C00176,consumer,DE,7,4,true,65,low
C00177,consumer,IT,6,3,true,68,low
C00178,smb,IT,5,1,true,83,low
C00179,mid_market,PT,4,2,true,62,low
C00180,smb,GR,5,5,true,35,medium
C00181,enterprise,PT,2,2,true,44,medium
C00182,mid_market,FR,7,4,false,65,low
C00183,mid_market,IT,8,4,true,74,low
C00184,smb,FR,6,2,false,80,low
C00185,consumer,DE,6,0,true,100,low
C00186,smb,IT,4,2,true,37,medium
C00187,enterprise,GR,4,2,true,37,medium
C00188,smb,ES,4,3,true,50,medium
C00189,mid_market,FR,2,4,false,20,high
C00190,consumer,DE,4,0,true,86,low
C00191,smb,IT,1,0,true,59,medium
C00192,mid_market,PT,4,1,true,49,medium
C00193,consumer,FR,3,0,true,77,low
C00194,mid_market,ES,6,0,true,79,low
C00195,enterprise,PT,4,0,true,86,low
C00196,smb,FR,8,4,true,74,low
C00197,enterprise,PT,5,0,true,95,low
C00198,mid_market,GR,4,1,true,74,low
C00199,enterprise,IT,4,0,true,86,low
C00200,mid_market,FR,3,2,true,28,high
C00201,enterprise,IT,3,0,true,77,low
C00202,mid_market,DE,2,3,true,32,medium
C00203,mid_market,PT,5,0,true,95,low
C00204,mid_market,FR,3,4,true,29,high
C00205,enterprise,IT,2,0,false,68,low
C00206,enterprise,ES,10,4,true,92,low
C00207,smb,IT,5,5,true,10,high
C00208,smb,IT,7,2,false,89,low
C00209,mid_market,IT,2,2,true,44,medium
C00210,enterprise,FR,8,3,true,86,low
C00211,consumer,FR,6,4,true,56,medium
C00212,enterprise,PT,1,0,true,59,medium
C00213,consumer,FR,2,6,true,0,high
C00214,consumer,DE,2,1,true,56,medium
C00215,consumer,GR,2,4,true,0,high
C00216,mid_market,IT,4,4,false,38,medium
C00217,mid_market,FR,3,0,true,77,low
C00218,smb,GR,1,0,true,59,medium
C00219,smb,DE,3,2,true,28,high
C00220,smb,GR,4,2,true,62,low
C00221,enterprise,GR,6,0,true,100,low
C00222,enterprise,ES,7,2,true,64,low
C00223,consumer,ES,3,0,true,77,low
C00224,consumer,PT,6,2,true,80,low
C00225,enterprise,FR,3,1,false,65,low
C00226,mid_market,GR,6,0,false,79,low
C00227,smb,GR,5,2,true,71,low
C00228,smb,FR,1,0,true,59,medium
C00229,mid_market,PT,6,0,true,100,low
C00230,smb,DE,4,2,true,62,low
C00231,mid_market,ES,6,2,true,55,medium
C00232,consumer,PT,4,2,true,62,low
C00233,mid_market,DE,7,0,true,100,low
C00234,enterprise,DE,2,0,true,43,medium
C00235,mid_market,PT,4,0,true,61,low
C00236,smb,IT,8,2,true,98,low
C00237,mid_market,PT,6,4,false,56,medium
C00238,enterprise,GR,5,0,true,95,low
C00239,consumer,ES,3,0,true,77,low
C00240,consumer,IT,1,0,false,59,medium
C00241,consumer,PT,7,4,true,40,medium
C00242,smb,ES,5,2,true,71,low
C00243,enterprise,FR,4,3,true,50,medium
C00244,mid_market,PT,9,2,true,100,low
C00245,consumer,IT,3,1,true,65,low
C00246,enterprise,GR,5,5,true,35,medium
C00247,consumer,DE,2,2,true,44,medium
C00248,enterprise,PT,6,3,true,68,low
C00249,mid_market,GR,4,2,true,37,medium
C00250,smb,GR,3,2,true,53,medium
C00251,smb,FR,1,2,false,35,medium
C00252,consumer,IT,4,2,true,37,medium
C00253,smb,IT,5,4,true,47,medium
C00254,consumer,ES,4,1,true,74,low
C00255,enterprise,DE,3,4,true,4,high
C00256,consumer,DE,6,3,true,68,low
C00257,enterprise,IT,3,0,true,52,medium
C00258,consumer,DE,5,0,true,95,low
C00259,smb,PT,4,2,false,62,low
C00260,enterprise,ES,6,0,true,100,low
C00261,consumer,DE,3,0,true,77,low
C00262,smb,IT,8,4,true,74,low
C00263,mid_market,DE,2,0,true,68,low
C00264,enterprise,GR,4,0,true,86,low
C00265,enterprise,GR,2,0,false,68,low
C00266,smb,GR,4,2,false,62,low
C00267,consumer,IT,1,3,true,23,high
C00268,smb,IT,3,1,true,40,medium
C00269,smb,DE,5,4,true,47,medium
C00270,smb,GR,2,1,true,31,medium
C00271,consumer,FR,3,2,true,53,medium
C00272,mid_market,PT,4,2,true,62,low
C00273,mid_market,ES,4,5,true,1,high
C00274,consumer,ES,2,2,true,44,medium
C00275,consumer,GR,1,0,true,34,medium
C00276,smb,DE,2,0,true,68,low
C00277,mid_market,DE,3,0,true,77,low
C00278,enterprise,IT,6,0,true,79,low
C00279,enterprise,FR,3,0,true,52,medium
C00280,consumer,GR,3,3,true,41,medium
C00281,enterprise,PT,3,2,true,53,medium
C00282,smb,FR,5,0,false,95,low
C00283,mid_market,PT,5,4,true,47,medium
C00284,mid_market,GR,3,0,true,77,low
C00285,smb,IT,4,3,true,50,medium
C00286,consumer,DE,6,0,true,100,low
C00287,consumer,IT,6,2,true,80,low
C00288,mid_market,ES,4,0,true,86,low
C00289,mid_market,GR,2,1,false,31,medium
C00290,smb,IT,8,3,true,86,low
C00291,enterprise,ES,4,2,true,62,low
C00292,enterprise,GR,5,2,false,71,low
C00293,enterprise,PT,6,0,true,100,low
C00294,enterprise,GR,4,3,false,25,high
C00295,consumer,GR,4,0,true,86,low
C00296,mid_market,FR,2,3,true,32,medium
C00297,mid_market,FR,4,0,true,61,low
C00298,smb,ES,3,0,true,77,low
C00299,smb,FR,3,0,true,77,low
C00300,mid_market,DE,9,4,true,58,medium
C00301,enterprise,FR,6,3,true,68,low
C00302,enterprise,DE,2,4,true,20,high
C00303,consumer,FR,2,0,true,68,low
C00304,mid_market,DE,3,0,true,77,low
C00305,enterprise,PT,4,0,true,86,low
C00306,enterprise,DE,4,3,false,25,high
C00307,enterprise,DE,1,2,true,35,medium
C00308,mid_market,DE,8,0,false,100,low
C00309,consumer,ES,2,0,true,68,low
C00310,smb,FR,3,2,true,53,medium
C00311,enterprise,DE,2,0,true,43,medium
C00312,enterprise,GR,4,0,true,86,low
C00313,enterprise,ES,8,5,true,62,low
C00314,mid_market,IT,0,0,true,50,medium
C00315,smb,PT,4,0,true,86,low
C00316,consumer,PT,9,2,true,100,low
C00317,smb,FR,2,0,true,68,low
C00318,smb,GR,3,0,true,77,low
C00319,smb,FR,3,3,true,41,medium
C00320,smb,GR,5,4,true,47,medium
C00321,smb,DE,4,2,true,62,low
C00322,mid_market,ES,4,4,true,38,medium
C00323,mid_market,ES,3,0,true,77,low
C00324,smb,ES,1,0,false,34,medium
C00325,consumer,DE,2,0,true,68,low
C00326,enterprise,IT,4,0,true,86,low
C00327,enterprise,PT,5,2,true,71,low
C00328,enterprise,FR,5,0,true,95,low
C00329,enterprise,IT,6,0,true,100,low
C00330,enterprise,ES,3,0,false,77,low
C00331,mid_market,PT,3,1,true,65,low
C00332,consumer,ES,6,4,true,56,medium
C00333,enterprise,GR,2,0,true,68,low
C00334,mid_market,DE,1,0,false,59,medium
C00335,mid_market,ES,6,0,true,100,low
C00336,consumer,ES,3,0,true,77,low
C00337,consumer,PT,5,3,true,59,medium
C00338,consumer,GR,1,2,true,35,medium
C00339,enterprise,ES,4,2,true,62,low
C00340,consumer,FR,3,3,true,41,medium
C00341,enterprise,IT,4,0,true,86,low
C00342,consumer,IT,5,0,true,95,low
C00343,enterprise,GR,3,2,false,53,medium
C00344,enterprise,PT,0,0,true,50,medium
C00345,smb,PT,4,0,true,86,low
C00346,mid_market,GR,3,1,false,65,low
C00347,enterprise,DE,8,4,true,74,low
C00348,enterprise,GR,1,7,true,0,high
C00349,mid_market,FR,3,0,true,77,low
C00350,consumer,FR,3,0,false,77,low
C00351,consumer,GR,5,0,true,95,low
C00352,smb,ES,2,2,true,44,medium
C00353,smb,FR,4,0,true,61,low
C00354,mid_market,DE,4,2,true,62,low
C00355,consumer,DE,5,3,false,59,medium
C00356,smb,PT,2,0,false,68,low
C00357,consumer,IT,4,0,true,61,low
C00358,enterprise,ES,4,4,true,38,medium
C00359,smb,PT,2,0,false,68,low
C00360,consumer,PT,2,2,true,44,medium
C00361,consumer,IT,3,0,true,77,low
C00362,enterprise,DE,6,4,true,56,medium
C00363,enterprise,DE,4,0,true,86,low
C00364,enterprise,DE,3,0,true,77,low
C00365,enterprise,IT,4,1,true,74,low
C00366,consumer,GR,5,0,true,95,low
C00367,smb,FR,3,0,true,77,low
C00368,mid_market,ES,4,0,true,86,low
C00369,smb,DE,5,5,true,35,medium
C00370,mid_market,GR,3,0,true,52,medium
C00371,mid_market,PT,4,0,true,86,low
C00372,enterprise,GR,3,0,false,77,low
C00373,consumer,FR,3,0,true,52,medium
C00374,mid_market,DE,8,2,true,73,low
C00375,mid_market,FR,5,6,true,23,high
C00376,consumer,DE,4,1,true,49,medium
C00377,enterprise,FR,3,0,true,77,low
C00378,smb,GR,7,1,true,100,low
C00379,enterprise,FR,2,0,true,68,low
C00380,mid_market,GR,3,0,false,77,low
C00381,smb,ES,1,5,true,0,high
C00382,smb,FR,7,1,true,100,low
C00383,smb,IT,3,3,false,41,medium
C00384,mid_market,IT,5,1,true,83,low
C00385,enterprise,DE,5,2,true,71,low
C00386,smb,DE,4,0,false,86,low
C00387,enterprise,DE,4,2,true,62,low
C00388,smb,FR,5,3,true,34,medium
C00389,enterprise,GR,1,0,true,59,medium
C00390,enterprise,FR,6,0,true,100,low
C00391,smb,IT,4,0,true,86,low
C00392,consumer,FR,6,3,true,68,low
C00393,smb,FR,0,2,true,26,high
C00394,mid_market,ES,5,0,true,70,low
C00395,mid_market,PT,3,2,true,53,medium
C00396,consumer,FR,6,0,true,100,low
C00397,consumer,GR,6,4,true,31,medium
C00398,mid_market,FR,3,2,true,28,high
C00399,mid_market,GR,4,2,false,37,medium
C00400,mid_market,GR,5,2,true,71,low
C00401,mid_market,DE,4,2,true,62,low
C00402,consumer,GR,4,2,true,62,low
C00403,enterprise,PT,2,2,false,44,medium
C00404,consumer,FR,4,1,true,74,low
C00405,enterprise,DE,6,0,false,100,low
C00406,enterprise,PT,3,2,true,53,medium
C00407,mid_market,ES,5,3,false,59,medium
C00408,enterprise,DE,5,7,true,11,high
C00409,mid_market,IT,2,4,true,20,high
C00410,consumer,DE,5,2,true,71,low
C00411,mid_market,FR,4,0,true,86,low
C00412,enterprise,FR,4,0,true,86,low
C00413,mid_market,ES,4,1,false,74,low
C00414,smb,DE,3,3,true,41,medium
C00415,consumer,ES,1,0,true,59,medium
C00416,smb,PT,6,4,true,56,medium
C00417,enterprise,IT,4,1,true,74,low
C00418,enterprise,ES,2,0,true,68,low
C00419,enterprise,ES,3,3,true,41,medium
C00420,enterprise,ES,4,2,true,62,low
C00421,consumer,ES,8,2,true,98,low
C00422,enterprise,GR,4,0,false,86,low
C00423,mid_market,PT,4,0,false,86,low
C00424,mid_market,PT,8,1,true,100,low
C00425,mid_market,GR,3,0,true,77,low
C00426,mid_market,DE,4,0,true,86,low
C00427,mid_market,DE,6,0,true,79,low
C00428,mid_market,GR,5,2,true,71,low
C00429,enterprise,FR,3,2,true,53,medium
C00430,smb,PT,1,1,true,22,high
C00431,smb,FR,5,6,true,0,high
C00432,consumer,PT,4,3,true,50,medium
C00433,consumer,PT,6,2,true,80,low
C00434,enterprise,DE,1,0,true,59,medium
C00435,enterprise,DE,2,1,true,56,medium
C00436,consumer,DE,3,2,true,28,high
C00437,smb,ES,3,3,true,41,medium
C00438,smb,IT,5,2,true,71,low
C00439,mid_market,GR,4,2,true,62,low
C00440,enterprise,DE,3,0,true,77,low
C00441,mid_market,IT,5,1,true,83,low
C00442,consumer,GR,3,0,true,77,low
C00443,mid_market,IT,5,2,true,71,low
C00444,smb,DE,2,3,true,32,medium
C00445,consumer,IT,4,0,true,61,low
C00446,enterprise,DE,2,4,true,0,high
C00447,enterprise,GR,1,2,true,10,high
C00448,consumer,GR,6,4,false,31,medium
C00449,consumer,ES,4,1,true,74,low
C00450,enterprise,ES,6,0,true,100,low
C00451,enterprise,IT,6,2,true,80,low
C00452,mid_market,PT,3,2,true,53,medium
C00453,smb,GR,5,2,true,71,low
C00454,consumer,IT,3,1,true,65,low
C00455,consumer,IT,3,0,true,77,low
C00456,mid_market,GR,2,0,true,68,low
C00457,consumer,FR,5,0,false,95,low
C00458,consumer,PT,3,0,true,52,medium
C00459,smb,ES,2,2,true,19,high
C00460,mid_market,IT,3,2,true,53,medium
C00461,consumer,PT,5,0,true,95,low
C00462,smb,FR,1,4,false,11,high
C00463,consumer,GR,1,0,true,59,medium
C00464,consumer,PT,6,2,true,80,low
C00465,smb,ES,3,0,true,52,medium
C00466,smb,PT,1,0,true,59,medium
C00467,smb,DE,9,2,true,100,low
C00468,enterprise,GR,3,0,true,77,low
C00469,enterprise,FR,8,2,true,73,low
C00470,enterprise,FR,8,2,true,98,low
C00471,mid_market,FR,3,0,true,77,low
C00472,consumer,PT,7,0,true,100,low
C00473,smb,PT,0,0,true,50,medium
C00474,consumer,ES,7,0,true,100,low
C00475,enterprise,ES,2,0,false,43,medium
C00476,smb,DE,8,2,false,73,low
C00477,enterprise,PT,7,6,true,41,medium
C00478,mid_market,ES,7,3,true,77,low
C00479,enterprise,IT,5,1,true,83,low
C00480,smb,PT,5,4,true,47,medium
C00481,mid_market,ES,3,0,true,77,low
C00482,smb,ES,3,1,true,65,low
C00483,consumer,IT,6,0,true,79,low
C00484,enterprise,ES,6,2,true,55,medium
C00485,consumer,IT,8,2,true,98,low
C00486,consumer,FR,3,3,true,41,medium
C00487,consumer,PT,4,0,true,86,low
C00488,mid_market,PT,5,2,true,71,low
C00489,enterprise,ES,3,0,true,77,low
C00490,mid_market,DE,2,4,true,0,high
C00491,mid_market,PT,4,0,true,86,low
C00492,smb,DE,0,3,true,0,high
C00493,consumer,FR,3,2,true,53,medium
C00494,smb,FR,8,2,true,98,low
C00495,smb,PT,6,2,false,80,low
C00496,smb,IT,3,0,false,77,low
C00497,consumer,GR,3,2,true,53,medium
C00498,consumer,ES,1,0,false,59,medium
C00499,enterprise,DE,1,0,true,59,medium
C00500,smb,FR,0,0,true,50,medium
C00501,consumer,GR,3,4,true,29,high
C00502,smb,FR,5,1,true,83,low
C00503,smb,DE,3,2,true,53,medium
C00504,enterprise,DE,4,2,true,37,medium
C00505,consumer,IT,1,2,true,35,medium
C00506,consumer,IT,8,2,false,98,low
C00507,enterprise,FR,8,2,true,98,low
C00508,smb,DE,4,4,true,38,medium
C00509,consumer,DE,4,1,true,74,low
C00510,enterprise,PT,1,0,true,59,medium
C00511,mid_market,FR,3,2,true,53,medium
C00512,consumer,FR,2,0,true,68,low
C00513,consumer,IT,2,4,true,20,high
C00514,mid_market,PT,2,0,true,43,medium
C00515,smb,ES,2,0,true,68,low
C00516,enterprise,PT,4,5,true,26,high
C00517,smb,PT,6,0,true,79,low
C00518,consumer,GR,2,1,true,56,medium
C00519,smb,ES,4,0,true,86,low
C00520,enterprise,ES,1,2,true,35,medium
C00521,mid_market,DE,7,3,true,77,low
C00522,enterprise,IT,4,0,true,86,low
C00523,enterprise,IT,5,2,true,71,low
C00524,mid_market,DE,3,0,true,77,low
C00525,mid_market,FR,7,0,true,100,low
C00526,enterprise,FR,5,2,true,46,medium
C00527,enterprise,GR,9,2,true,100,low
C00528,mid_market,ES,7,2,true,89,low
C00529,consumer,ES,5,2,false,71,low
C00530,consumer,PT,2,2,true,44,medium
C00531,consumer,PT,3,0,true,77,low
C00532,consumer,FR,7,0,true,100,low
C00533,smb,FR,3,4,true,29,high
C00534,consumer,GR,7,3,true,77,low
C00535,smb,GR,6,0,true,100,low
C00536,smb,ES,3,4,false,29,high
C00537,enterprise,FR,6,0,true,100,low
C00538,consumer,FR,2,2,true,44,medium
C00539,smb,FR,4,0,true,61,low
C00540,mid_market,DE,6,2,true,80,low
C00541,mid_market,GR,8,3,true,86,low
C00542,enterprise,DE,7,0,true,100,low
C00543,mid_market,ES,1,2,false,35,medium
C00544,smb,DE,4,3,true,50,medium
C00545,enterprise,DE,4,0,true,86,low
C00546,enterprise,GR,4,4,true,13,high
C00547,mid_market,FR,9,0,true,100,low
C00548,mid_market,GR,10,2,true,100,low
C00549,consumer,DE,4,0,true,86,low
C00550,mid_market,DE,6,1,true,92,low
C00551,smb,FR,3,0,true,77,low
C00552,enterprise,ES,6,0,false,100,low
C00553,consumer,PT,2,0,true,68,low
C00554,consumer,FR,6,2,true,80,low
C00555,smb,ES,4,4,true,38,medium
C00556,consumer,GR,2,2,true,44,medium
C00557,consumer,PT,3,2,false,53,medium
C00558,mid_market,FR,3,2,true,53,medium
C00559,mid_market,FR,9,1,true,94,low
C00560,consumer,FR,13,4,true,100,low
C00561,enterprise,GR,1,2,true,35,medium
C00562,enterprise,PT,3,0,true,77,low
C00563,enterprise,FR,2,0,true,68,low
C00564,smb,DE,7,2,true,89,low
C00565,enterprise,GR,3,0,true,77,low
C00566,enterprise,IT,6,6,true,7,high
C00567,enterprise,GR,2,0,true,68,low
C00568,consumer,PT,3,0,true,77,low
C00569,consumer,ES,3,0,true,77,low
C00570,smb,IT,4,2,true,37,medium
C00571,consumer,IT,1,0,true,59,medium
C00572,smb,ES,8,5,true,62,low
C00573,smb,PT,2,1,true,56,medium
C00574,smb,IT,3,0,true,77,low
C00575,smb,IT,1,3,true,23,high
C00576,mid_market,PT,4,2,true,62,low
C00577,smb,GR,1,0,true,59,medium
C00578,enterprise,IT,6,4,true,56,medium
C00579,smb,PT,4,4,true,38,medium
C00580,smb,ES,4,5,false,26,high
C00581,enterprise,GR,4,2,true,62,low
C00582,consumer,DE,4,0,true,86,low
C00583,smb,IT,5,0,true,95,low
C00584,consumer,PT,2,1,true,56,medium
C00585,consumer,ES,3,3,true,16,high
C00586,mid_market,DE,3,0,true,77,low
C00587,consumer,IT,3,6,true,5,high
C00588,consumer,FR,2,1,true,56,medium
C00589,mid_market,GR,7,1,true,100,low
C00590,mid_market,IT,3,1,true,65,low
C00591,mid_market,PT,3,0,true,77,low
C00592,mid_market,GR,5,4,true,47,medium
C00593,enterprise,ES,2,4,true,20,high
C00594,consumer,ES,3,2,true,53,medium
C00595,mid_market,FR,4,1,true,74,low
C00596,smb,IT,5,2,true,71,low
C00597,mid_market,GR,7,2,true,64,low
C00598,enterprise,IT,3,1,true,65,low
C00599,enterprise,ES,4,2,false,62,low
C00600,enterprise,IT,4,0,true,61,low
C00601,consumer,PT,3,3,true,16,high
C00602,mid_market,GR,7,2,true,89,low
C00603,consumer,IT,9,5,true,71,low
C00604,mid_market,PT,1,0,true,59,medium
C00605,consumer,IT,1,2,true,35,medium
C00606,mid_market,IT,3,0,true,77,low
C00607,consumer,FR,2,0,true,68,low
C00608,consumer,PT,4,0,true,86,low
C00609,consumer,FR,4,2,true,62,low
C00610,mid_market,GR,2,2,true,19,high
C00611,mid_market,GR,10,3,true,100,low
C00612,consumer,IT,3,0,true,77,low
C00613,mid_market,FR,3,1,true,65,low
C00614,mid_market,PT,1,0,true,59,medium
C00615,enterprise,IT,3,4,false,29,high
C00616,mid_market,PT,6,5,true,44,medium
C00617,enterprise,IT,4,0,true,61,low
C00618,consumer,GR,1,2,true,35,medium
C00619,smb,GR,1,0,true,59,medium
C00620,enterprise,FR,2,0,true,43,medium
C00621,mid_market,PT,3,0,false,52,medium
C00622,enterprise,FR,4,2,true,37,medium
C00623,consumer,GR,4,2,true,62,low
C00624,smb,PT,4,0,true,86,low
C00625,smb,FR,5,0,true,95,low
C00626,mid_market,DE,1,0,true,59,medium
C00627,smb,IT,4,1,true,49,medium
C00628,smb,ES,4,0,true,86,low
C00629,consumer,GR,0,4,true,2,high
C00630,mid_market,DE,3,1,true,65,low
C00631,smb,IT,3,0,true,77,low
C00632,enterprise,FR,3,2,true,53,medium
C00633,smb,ES,3,1,true,40,medium
C00634,smb,GR,8,0,true,100,low
C00635,smb,IT,3,0,true,77,low
C00636,mid_market,IT,3,1,true,65,low
C00637,enterprise,ES,4,0,true,61,low
C00638,mid_market,DE,6,3,true,68,low
C00639,consumer,DE,3,0,true,77,low
C00640,smb,ES,4,0,true,86,low
C00641,smb,ES,6,0,false,100,low
C00642,smb,IT,3,0,true,77,low
C00643,enterprise,IT,1,6,true,0,high
C00644,mid_market,FR,3,2,true,28,high
